,Year,Date,District,Address,Building,Cause
1897,2011,01-27,Shatin,15/F Hing Lam House Kwong Lam Court Shatin,Kwong Lam Court,20 year old student jumped off the building in her pajamas
1898,2011,01-25,Tuen Mun,11/F Block 7 Glorious Garden Tuen Mun,Glorious Garden,Neighbors noticed suspicious odor from the apartment and called the police. Mother and son were found death by burning charcoal
1899,2011,01-23,Wan Chai,"460, Lockhart Road Wanchai",,Male suffered from mental disorder jumped off the building
1900,2011,01-21,Tin Shui Wai,14/F Heng Fai House Tin Heng Estate,Tin Heng Estate,46 year old man jumped off the building when on the phone with his wife
1901,2011,01-21,Lam Tin,Ping Shun House Ping Tin Estate,Ping Tin Estate,Old man jumped off the building .
1902,2011,01-21,Sheung Shui,Shek Wu Sheung Shui,,Young male was found in coma at home and unable to be rescued
1903,2011,01-18,Tsuen Wan,"Tin Wah House 44, Chuen Lung Street Tsuen Wan",,Male left a death note and jumped off the building and damaged a private car
1904,2011,01-18,Tuen Mun,Tsing Pak Path Tuen Mun,,"51 year old male was found taking enormous amount of medication, unable to be rescued"
1905,2011,01-17,Quarry Bay,Block G Kornhill Quarry Bay,Kornhill,16 year old girl suffered from mental disorder jumped off the building
1906,2011,01-12,Kwai Fong,"382, Castle Peak Road Kwai Chung",,34 year old male was found sudden death at home
1907,2011,01-12,Ma On Shan,Kam Ying Court Ma On Shan,Kam Ying Court,51 year old male was found sudden death
1908,2011,01-10,Kwun Tong,6/F Tsui Nam House Tsui Ping Estate Kwun Tong,Tsui Ping Estate,"70year old mother and 48 year old daughter burnt charcoal at home, both suffered from mental disorder"
1909,2011,01-09,Tuen Mun,Oi Yee House Yau Oi Estate Tuen Mun,Yau Oi Estate,25 year old male with mental disorder jumped off the building
1910,2011,01-09,Kwun Tong,Tsui Nam House Tsui Ping North Estate Kwun Tong,Tsui Ping Estate,Emotional disordered male killed himself by burning charcoal in the washroom
1911,2011,01-09,Sau Mau Ping,Hiu Fai House Hiu Lai Court Sau Mau Ping,Hiu Lai Court,58 year old female jumped off the building due to long term illness
1912,2011,01-08,Tsing Yi,29/F Yee Yat House Tsing Yi Estate,Tsing Yi Estate,Middle aged woman with mental disorder jumped off the building
1913,2011,01-08,Wong Tai Sin,Yuk Yu House Choi Wan Estate Wong Tai Sin,Choi Wan Estate,26 year old female jumped off the building due to pressure at work
1914,2011,01-08,Shatin,18/F Ming Yiu House Yuet Ming Estate Shatin,Yuet Ming Estate,41 year old male was in coma and unable to be resuscitated
1915,2011,01-07,Kwai Fong,15/F Tak Yam House On Yam Estate,On Yam Estate,"20 year old male unable to bear pressure at work and left a death note, jumped off the building"
1916,2011,01-07,Wan Chai,"10/F Phoenix Court 39, Kennedy Road Wanchai",Phoenix Court,99 year old male jumped off the building with no clothes while his wife went to the washroom
1917,2011,01-06,Tsz Wan Shan,35/F Fung Yan House Fung Lai Court Tsz Wan Shan,Fung Lai Court,Unemployed young male jumped off the building
1918,2011,01-05,Yuen Long,"33, Pau Cheung Square Yuen Long",,"Young female burnt charcoal due to work, relationship and family problems"
1919,2011,01-04,Cheung Sha Wan,28/F Hoi Ching House Hoi Lai Estate,Hoi Lai Estate,13 year old teenage girl jumped off the building after a fight with her mother
1920,2010,12-28,Shatin,17/F Fu Wo House Wo Che Estate,Wo Che Estate,Middle aged woman with mental disorder jumped off the building due to unbearable illness
1921,2010,12-25,Tsim Sha Tsui,"Ocean View Court 31-43, Mody Road Tsim Sha Tsui",Ocean View Court,Middle aged male jumped off the building in early morning
1922,2010,12-24,Shatin,Mei Chi House Mei Tin Estate,Mei Tin Estate,Naked man jumped off the building and hit his head on the ground
1923,2010,12-24,Tuen Mun,Block 7 Po Tin Estate Tuen Mun,Po Tin Estate,Old lady killed herself due to health problem
1924,2010,12-23,Tsuen Wan,Block 3 Waterside Plaza Wing Shun Street Tsuen Wan,Waterside Plaza,middle aged man killed himself due to relationship problem
1925,2010,12-22,Wong Tai Sin,King Pik House King Shan Court Diamond Hill,King Shan Court,Old male in his 70's hanged himself due to missing his late wife and long term illness
1926,2010,12-21,North Point,18/F Chaton House Tsat Tsz Mui Road North Point,Chaton House,"Part-time tennis trainer electric-technician killed and stabbed his wife after an argument, jumped off the building"
1927,2010,12-20,Causeway Bay,Phoenix Apartments 54-70 Lee Garden Road Causeway Bay,Phoenix Apartments,47 year old female burnt charcoal at home
1928,2010,12-20,Tsim Sha Tsui,"13/F Burlington House 90, Nathan Road Tsim Sha Tsui",Burlington House,Korean female hanged herself in the apartment
1929,2010,12-20,Tseung Kwan O,Tower 5 Metro Town King Ling Road Tseung Kwan O,Metro Town,"Male victim, last name Tam jumped off the building due to financial problem"
1930,2010,12-17,Tuen Mun,16/F Yin Tai House Fu Tai Estate Tuen Mun,Fu Tai Estate,25 year old logistics company employee jumped off the building while his parents are asleep due to work pressure
1931,2010,12-16,Pok Fu Lam,"19/F Block 35, Baguio Villa Pok Fu Lam",Baguio Villa,"Secondary school boy with a broken family background, attempted to settle relationship problem with his girlfriend at her apartment and failed, jumped off the building from the balcony"
1932,2010,12-14,Ma On Shan,5/F Lee Shing House Lee On Estate Ma On Shan,Lee On Estate,Woman with mental disorder left a death note and killed herself
1933,2010,12-13,Wong Tai Sin,19/F Lung Chi House Lower Wong Tai Sin Estate,Wong Tai Sin Estate,59 year old single male jumped off the building.
1934,2010,12-12,Cheung Sha Wan,Hoi Fai Road Tai Kok Tsui,,"Woman with emotional disorder record, jumped off the building"
1935,2010,12-09,Shek Kip Mei,24/F Shing Tin House Pak Tin Estate Shek Kip Mei,Pak Tin Estate,Disabled male jumped off the building due to financial problem
1936,2010,12-09,Sham Shui Po,Yu Chau Street Sham Shui Po,,"40 year old single male left a death note on Facebook, firemen went to search his apartment and found him dead by burning charcoal"
1937,2010,12-09,Shatin,Ming Shun House Yuet Ming Estate Shatin,Yuet Ming Estate,80 year old male was found dead at home
1938,2010,12-08,Central,The Albany Central,The Albany,Business man killed himself first by cutting his own throat and jumped off the building due to business failure
1939,2010,12-07,Tin Shui Wai,29/F Tin Heng Estate Tin Shui Wai,Tin Heng Estate,Logistic company employee left a death note and jumped off the building
1940,2010,12-07,North Point,15/F Nam Tin Building King's Road North Point,Nam Tin Building,Female victim killed herself due to her skin problem
1941,2010,12-06,Sau Mau Ping,24/F Tat Fu House Po Tat Estate Sau Mau Ping,Po Tat Estate,"Victim was unreachable, his friend went visit and noticed a strange odor and called the police. Victim hanged himself in the kitchen"
1942,2010,12-06,Tuen Mun,Tip Sum House Butterfly Estate Tuen Mun,Butterfly Estate,81 year old woman jumped off the building
1943,2010,12-06,Tuen Mun,Leung King Estate Tuen Mun,Leung King Estate,39 year old male victim with mental disorder jumped off the building from the building's corridor
1944,2010,12-06,Ma On Shan,Block 8 Monte Vista Ma On Shan,Monte Vista,Middle aged woman jumped off the building due to her long term illness
1945,2010,12-06,Tin Shui Wai,Tsz Ping House Tin Tsz Estate Tin Shui Wai,Tin Tsz Estate,secondary school kid jumped off the building
1946,2010,12-05,Chai Wan,Sau Fung House Fung Wah Estate Chai Wan,Fung Wah Estate,A young victim killed himself by burning charcoal while his family were out
1947,2010,12-05,Kwun Tong,Hiu On House Hiu Lai Court,Hiu Lai Court,middle aged woman jumped off the building
1948,2010,12-04,Wong Tai Sin,Sau Man House Choi Wan Estate,Choi Wan Estate,Woman with long term illness jumped off the building
1949,2010,12-02,Sai Wan,"Tresend Garden 81, Smithfield Road Western District",Tresend Garden,Middle aged woman who had depression jumped off the building while her family were asleep
1950,2010,11-29,Ho Man Tin,15/F Po Man House Oi Man Estate,Oi Man Estate,Male with mental disorder jumped off the building from the balcony
1951,2010,11-27,North Point,"50, Tin Hau Temple Road",,Old woman with depression jumped from the roof
1952,2010,11-24,Shatin,17/F Wing Cheung House Sui Wo Court Shatin,Sui Wo Court,29 year old woman with depression jumped off the building
1953,2010,11-24,Aberdeen,Wah Kei House Wah Fu Estate,Wah Fu Estate,middle aged woman with mental disorder jumped off the building
1954,2010,11-22,Tin Shui Wai,Oi Tai House Tin Oi Court Tin Shui Wai,Tin Oi Court,woman with mental disorder hanged herself
1955,2010,11-21,Lai King,15/F Ming King House Lai King Estate,Lai King Estate,Female teacher jumped off the building due to work pressure
1956,2010,11-21,Kwun Tong,Tsui Hang House Tsui Ping South Estate Kwn Tong,Tsui Ping Estate,71 year old male hanged himself in the bathroom
1957,2010,11-20,North Point,"102, Electric Road North Point",,Social worker jumped off the building due to work pressure
1958,2010,11-19,Ngau Tau Kok,Tat Wah House Lok Wah North Estate Ngau Tai Kok,Lok Wah Estate,"Male victim, Chan hanged himself due to financial problem"
1959,2010,11-18,Mong Kok,"5/F 59, Prince Edward Road West Mong Kok",,unemployed male burnt charcoal at found dead due to financial issue
1960,2010,11-18,Tuen Mun,The Trend Plaza Tuen Mun,The Trend Plaza,"Male victim, Chan burnt charcoal due to financial and relationship problem,"
1961,2010,11-18,Ma On Shan,Heng Yat House Heng On Estate Ma On Shan,Heng On Estate,"52 year old female, Ho jumped off the building"
1962,2010,11-15,Tin Shui Wai,Yat Kong House Tin Yat Estate Tin Shui Wai,Tin Yat Estate,Woman burnt charcoal in her room due to her health problem
1963,2010,11-14,Quarry Bay,13/F Choi Tien Mansion Horizon Gardens Tai Koo Shing,Horizon Gardens,"Female victim, Lam jumped off the building due to her illness"
1964,2010,11-14,Sai Wan,"6/F 34, Davis Street Westen District",,"80 year old male, Man jumped off the building due to worrying his sick wife"
1965,2010,11-12,Tuen Mun,25/F Siu Kin House Siu Hong Court Tuen Mun,Siu Hong Court,Male refused to buy his old brother's lunch and jumped off the building
1966,2010,11-11,Cheung Sha Wan,"Hing Wong Mansion 2, Fu Chak Street Tai Kok Tsui",Hing Wong Mansion,Male victim killed himself due to pressure of his parents' illness and his sister's recent suicide.
1967,2010,11-11,Shek Kip Mei,Block 23 Shek Kip Mei Estate,Shek Kip Mei Estate,unemployed male jumped off the building due to financial issue
1968,2010,11-08,Tai Po,Kwong Chi House Kwong Fuk Estate Tai Po,Kwong Fuk Estate,40 year old male jumped off the building due to his unemployment
1969,2010,11-05,Sai Wan,"Skylight Tower 64, Bonham Road",Skylight Tower,middle aged woman jumped off the building
1970,2010,10-30,Tsz Wan Shan,On Yan House Tzs On court Tzs Wan Shan,Tzs On Court,"51 year old male, Cheung hanged himself in the kitchen due to his long term illness"
1971,2010,10-28,Tin Shui Wai,Yiu Chak House Tin Yiu Estate Tin Shui Wai,Tin Yiu Estate,71 year old male killed himself due to his long term illness
1972,2010,10-27,Causeway Bay,Tak Chuen Lau Lai Tak Tsuen,Lai Tak Tsuen,Mentally disordered male jumped off the building
1973,2010,10-25,Tin Shui Wai,Yan Fuk House Tin Yan Estate,Tin Yan Estate,35 year old male with mental disorder jumped off the building
1974,2010,10-23,North Point,10/F Man Hong House Model Housing Estate North Point,Model Housing Estate,Young male jumped off the building due to relationship problem
1975,2010,10-22,Ma On Shan,22/F Kam Tat House Kam Ying Court Ma On Shan,Kam Ying Court,HSBC female manager jumped off the building due to work pressure
1976,2010,10-22,Tsuen Wan,Block B Clague Garden Estate Tsuen Wan,Clague Garden Estate,"Male victim, Tam burnt charcoal due to relationship problem"
1977,2010,10-18,Tin Shui Wai,Shui Chuen House Tin Shui Estate Tin Shui Wai,Tin Shui Estate,"51 year old male, Tang hanged himself in the kitchen"
1978,2010,10-18,Tuen Mun,Wu Fai House Wu King Estate,Wu King Estate,24 year old female immigrant from Mainland burnt charcoal in her room
1979,2010,10-17,Tsing Yi,On Tai House Cheung On Estate,Cheung On Estate,26 year old female jumped off the building due to relationship problem
1980,2010,10-17,Shau Kei Wan,Oi Ping House Oi Tung Estate,Oi Tung Estate,18 year old victim burnt charcoal due to pressure
1981,2010,10-14,Kwun Tong,Ping Mei House Ping Tin Estate,Ping Tin Estate,3 male victims burnt charcoal together
1982,2010,10-13,Shatin,Mei Ting House Mei Tin Estate Shatin,Mei Tin Estate,Single woman burnt charcoal due to loneliness
1983,2010,10-12,Kwai Fong,"Cheong Wai Mansion 39, Kwong Fai Circuit Kwai Chung",Cheong Wai Mansion,Woman jumped off the building after a fight with her husband
1984,2010,10-12,Tai Po,"7, Fu Sin Street Tai Po",,"54 year old woman, Tsang with emotional disorder hanged herself"
1985,2010,10-11,Sau Mau Ping,Sau Wo House Sau Mau Ping Estate,Sau Mau Ping Estate,"90 year old male, Cheung jumped off the building due to health problem"
1986,2010,10-10,Chai Wan,Yue Shun House Yue Wan Estate,Yue Wan Estate,79 yeas old retired civil servant with mental disorder hanged himself
1987,2010,10-09,Chai Wan,Man Yat House Hing Man Estate,Hing Man Estate,78 year old male jumped off the building due to health problem
1988,2010,10-09,Shek Kip Mei,Nam On House Nam Shan Estate,Nam Shan Estate,old woman jumped off the building due to her health problem
1989,2010,10-07,Wan Chai,"1, Star Street Wanchai",No. 1 Star Street,middle aged male burnt charcoal due to financial problem
1990,2010,10-05,Shek Kip Mei,"Tin Fung Lau 3, Wai Chi Lane Shek Kip Mei",Tin Fung Lau,Woman with emotional disorder jumped off the building
1991,2010,10-04,Yau Tong,"Ying House 6, Yau Lai Estate Yau Tong",Yau Lai Estate,Single middle aged male with emotional disorder jumped off the building
1992,2010,10-03,Tsuen Wan,Phrase 3 Belvedere Garden Tsuen Wan,Belvedere Garden,"Woman was accused of having an affair, hanged herself at home"
1993,2010,10-03,Chai Wan,Tsui Hong House Tsui Wan Estate Chai Wan,Tsui Wan Estate,Woman in her 60's jumped off the building due to health problem
1994,2010,10-01,Ho Man Tin,Yan Man House Ho Man Tin Estate,Ho Man Tin Estate,"98 year old male, Chin jumped off the building due to long term illness"
1995,2010,09-30,Wong Tai Sin,5/F Kam Wan House Choi Hung Estate,Choi Hung Estate,Old male jumped off the building due to his long term illness
1996,2010,09-29,Tuen Mun,On Hei House Siu Hong Court Tuen Mun,Siu Hong Court,54 year old male jumped off the building
1997,2010,09-27,Tseung Kwan O,Yan Lam House Tsui Lam Estate Tsuen Kwan O,Tsui Lam Estate,Woman first smothered her husband who had a stroke and jumped off the building
1998,2010,09-27,Wong Tai Sin,11/F Hing Tung House Tung Tau Estate Wong Tai Sin,Tung Tau Estate,45 year old woman jumped off the building
